Date,Time,Ping (ms),Jitter (ms),Download (Mbps),Upload (Mbps),loss,iptext,isp
12/09/25,23:45,4.09,0.16,560.13,698.36,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
12/09/25,23:50,4.07,0.27,589.29,662.44,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
12/09/25,23:55,3.96,0.14,569.02,681.68,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,00:00,4.09,0.33,590.98,195.3,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,00:05,4.14,0.74,575.98,690.05,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,00:10,3.9,0.22,579.48,680.04,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,00:15,4.23,0.25,499.4,633.14,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,00:20,4.28,0.39,586.63,690.05,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,00:25,4.26,0.18,744.7,689.43,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,00:30,4.01,0.26,594.43,682.71,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,00:35,4.03,0.12,566.84,694.88,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,00:40,3.9,0.05,573.79,687.94,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,00:45,4.07,0.22,589.13,688.76,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,00:50,4.22,0.22,617.23,692.01,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,00:55,3.8,0.18,593.01,696.02,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,01:00,4.0,0.22,557.84,699.52,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,01:05,4.02,0.54,585.19,686.14,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,01:10,4.18,0.16,530.39,701.09,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,01:15,3.96,0.14,608.06,697.85,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,01:20,4.77,0.59,592.21,699.18,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,01:25,4.43,0.14,564.57,684.85,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,01:30,4.19,0.29,263.97,405.61,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,01:35,3.96,0.29,536.65,701.82,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,01:40,4.0,0.21,619.43,653.99,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,01:45,4.05,0.12,622.9,701.71,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,01:50,3.99,0.22,576.04,700.18,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,01:55,3.83,0.19,596.6,679.33,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,02:00,4.22,0.19,571.45,298.32,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,02:05,4.11,0.25,589.44,692.24,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,02:10,4.05,0.19,580.59,699.83,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,02:15,3.98,0.25,608.32,703.29,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,02:20,4.06,0.37,564.05,702.4,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,02:25,3.99,0.33,568.67,702.51,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,02:30,4.01,0.51,399.07,443.79,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,02:35,3.95,0.13,600.09,700.79,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,02:40,3.92,0.09,597.31,698.48,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,02:45,4.11,0.4,579.02,694.7,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,02:50,3.87,0.16,596.33,703.75,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,02:55,4.2,0.27,602.75,703.9,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,03:00,4.18,0.61,598.06,394.55,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,03:05,3.94,0.13,649.18,702.68,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,03:15,3.95,0.15,609.35,701.78,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,03:20,4.01,0.2,635.59,703.32,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,03:25,4.04,0.07,631.11,698.17,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,03:30,4.13,0.31,296.86,441.55,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,03:35,3.94,0.17,608.24,702.81,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,03:40,4.04,0.26,616.19,703.09,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,03:45,4.48,1.98,628.78,700.26,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,03:50,3.95,0.11,589.44,698.53,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,03:55,4.0,0.08,623.42,703.41,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,04:00,4.07,0.29,591.87,685.5,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,04:05,3.91,0.15,600.28,692.96,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,04:10,4.09,0.1,624.96,700.68,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,04:15,4.44,0.41,753.95,696.93,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,04:20,4.35,0.22,593.91,701.18,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,04:25,3.68,0.53,605.5,700.6,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,04:30,3.89,0.26,596.75,702.14,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,04:35,4.0,0.09,592.86,698.53,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,04:40,4.46,0.23,751.32,698.13,1.1,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,04:45,3.94,0.05,629.45,701.82,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,04:50,4.42,0.15,721.35,702.53,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,04:55,4.11,0.16,647.37,704.12,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,05:00,3.87,0.14,592.27,693.75,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,05:05,4.28,0.16,731.53,704.13,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,05:10,3.98,0.24,619.37,699.41,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,05:15,4.09,0.48,602.26,700.41,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,05:20,4.35,0.26,591.36,690.26,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,05:30,4.2,0.16,285.05,427.69,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,05:35,3.94,0.09,619.54,692.0,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,05:40,4.28,0.15,604.99,703.49,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,05:45,4.04,0.23,639.45,701.0,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,05:50,4.08,0.3,659.22,606.85,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,05:55,3.95,0.09,632.43,699.16,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,06:00,4.06,0.39,589.08,368.44,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,06:05,4.03,0.21,637.17,695.35,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,06:10,4.47,0.15,602.65,699.88,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,06:15,3.99,0.14,629.94,701.04,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,06:20,4.35,0.23,509.56,699.76,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,06:25,4.03,0.17,595.55,692.86,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,06:30,4.17,0.29,610.01,694.93,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,06:35,4.03,0.52,609.0,702.67,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,06:40,4.2,0.07,789.64,703.63,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,06:45,4.03,0.07,625.96,698.29,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,06:50,4.29,0.15,779.63,701.33,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,06:55,4.33,1.14,806.02,652.58,4.7,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,07:00,4.03,0.23,597.57,691.17,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,07:05,4.06,0.15,589.92,695.55,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,07:10,4.02,0.09,599.52,700.94,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,07:15,4.34,0.27,802.65,697.3,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,07:20,4.09,0.17,611.05,683.18,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,07:25,4.4,0.24,607.69,684.92,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,07:30,4.37,0.17,613.41,618.66,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,07:35,4.1,0.08,602.22,588.93,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,07:40,4.05,0.31,574.97,596.67,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,07:45,3.98,0.09,597.03,682.62,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,07:50,4.08,0.39,654.83,679.49,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,07:55,4.22,0.3,683.82,699.65,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,08:00,4.18,0.17,577.69,518.22,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,08:05,4.11,0.22,581.46,702.02,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,08:10,3.93,0.13,600.96,696.38,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,08:15,4.03,1.34,624.6,697.18,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,08:20,4.16,0.07,626.91,700.87,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,08:25,4.02,0.25,602.69,638.65,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,08:30,3.89,0.18,619.67,642.03,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,08:35,4.09,0.23,591.61,690.28,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,08:40,4.4,0.25,601.35,696.83,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,08:45,4.09,0.35,603.47,698.98,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,08:50,4.32,0.83,554.51,635.74,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,08:55,4.04,0.15,598.02,633.26,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,09:00,4.11,0.4,594.1,579.46,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,09:05,4.11,0.48,624.65,661.38,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,09:10,4.99,0.14,586.76,313.91,0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,09:15,3.98,0.25,617.85,663.28,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,09:20,4.34,0.3,756.87,651.72,0.5,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,09:25,4.39,0.43,842.91,672.32,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,09:30,4.19,0.46,599.21,427.79,0.3,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,09:35,4.16,0.09,545.55,685.78,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,09:40,4.66,0.31,619.89,622.94,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,09:45,5.15,0.85,572.73,505.19,0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,09:50,4.09,0.12,595.85,675.54,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,09:55,4.33,0.24,618.4,661.4,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,10:00,4.12,0.15,581.44,202.04,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,10:05,4.08,0.23,612.11,660.87,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,10:10,3.99,0.46,561.51,673.75,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,10:15,4.0,0.14,584.27,683.81,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,10:20,4.05,0.1,598.69,678.31,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,10:25,4.07,0.22,601.94,666.18,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,10:30,4.02,0.18,596.4,674.5,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,10:35,4.05,0.12,560.16,477.99,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,10:40,4.19,0.15,548.14,466.59,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,10:45,3.97,0.13,605.94,662.79,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,10:50,4.06,0.06,609.37,679.1,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,10:55,4.14,0.33,548.71,675.78,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,11:00,4.58,0.52,863.26,612.61,3.3,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,11:05,4.25,0.1,630.51,649.14,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,11:10,4.1,0.24,631.63,647.15,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,11:15,4.08,0.23,595.86,639.66,0.5,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,11:20,4.09,0.33,601.06,650.23,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,11:25,4.29,0.21,583.9,632.72,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,11:30,4.22,0.23,642.2,609.91,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,11:35,4.13,0.19,597.8,629.85,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,11:40,4.07,0.23,584.6,668.11,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,11:45,4.03,0.14,602.64,672.77,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,11:50,4.1,0.26,596.75,665.75,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,11:55,4.14,0.27,592.83,630.02,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,12:00,4.23,0.26,607.34,594.67,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,12:05,4.29,0.25,568.86,636.76,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,12:10,4.38,0.46,601.46,641.02,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,12:15,3.96,0.09,621.7,660.5,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,12:20,4.33,0.25,556.32,657.43,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,12:25,4.3,0.26,558.4,679.25,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,12:30,3.75,0.7,452.68,404.78,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,12:35,4.03,0.36,509.61,669.95,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,12:40,4.59,0.18,864.66,657.37,1.9,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,12:45,5.05,0.37,399.51,670.35,1.3,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,12:50,4.24,0.36,538.72,679.43,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,12:55,4.1,1.0,759.47,664.41,0.3,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,13:00,4.11,0.63,563.19,651.92,0.9,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,13:05,4.17,0.17,541.49,647.74,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,13:10,4.18,0.15,498.04,654.12,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,13:15,4.42,0.11,546.15,663.04,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,13:20,4.21,0.22,499.84,659.9,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,13:25,4.46,1.07,862.83,668.6,2.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,13:30,4.76,0.16,594.38,665.08,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,13:35,4.3,0.37,576.4,656.16,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,13:40,4.33,0.75,556.9,666.44,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,13:45,4.71,0.2,397.14,634.5,0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,13:50,4.78,0.31,897.25,683.0,1.8,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,13:55,4.12,0.11,813.26,643.07,0.5,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,14:00,4.02,0.38,555.2,613.49,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,14:05,7.8,53.65,428.53,603.03,0.4,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,14:10,4.27,0.36,448.73,647.27,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,14:15,5.14,0.2,421.48,644.65,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,14:20,4.25,0.08,706.68,680.32,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,14:25,4.7,0.67,550.28,666.03,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,14:30,4.82,5.97,394.34,472.01,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,14:35,4.28,0.22,718.96,647.63,0.3,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
13/09/25,14:40,4.56,2.0,639.45,671.21,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
