timestamp,iface,internal_ip,external_ip,server_id,server_name,ping_ms,jitter_ms,download_mbps,upload_mbps,result_url
2025-12-24T05:10:18Z,eth0.70,192.168.70.3,138.97.240.197,52397,HBNets,3.952,0.061,662.62488,391.574408,3TEL
2025-12-24T05:20:20Z,eth0.70,192.168.70.3,138.97.240.197,52397,HBNets,3.953,0.098,612.184952,399.032384,3TEL
2025-12-24T05:30:30Z,eth0.70,192.168.70.3,138.97.240.197,52397,HBNets,3.936,0.073,640.265696,389.155768,3TEL
2025-12-24T05:40:30Z,eth0.70,192.168.70.3,138.97.240.197,52397,HBNets,4.369,0.08,464.549456,387.762488,3TEL
2025-12-24T05:50:29Z,eth0.70,192.168.70.3,138.97.240.197,62495,Velosch Telecom,4.18,0.109,625.91452,395.051624,3TEL
2025-12-24T06:00:29Z,eth0.70,192.168.70.3,138.97.240.197,39792,SpedyNet,4.394,0.283,471.737264,394.923928,3TEL
2025-12-24T06:10:24Z,eth0.70,192.168.70.3,138.97.240.197,52397,HBNets,3.971,0.302,629.191656,421.721024,3TEL
2025-12-24T06:20:22Z,eth0.70,192.168.70.3,138.97.240.197,52397,HBNets,3.927,0.098,639.334328,388.039648,3TEL
2025-12-24T06:30:29Z,eth0.70,192.168.70.3,138.97.240.197,63107,Global Web Telecom,4.193,0.091,623.440328,393.693584,3TEL
2025-12-24T06:40:29Z,eth0.70,192.168.70.3,138.97.240.197,63107,Global Web Telecom,4.161,0.14,476.34764,387.41836,3TEL
2025-12-24T06:50:23Z,eth0.70,192.168.70.3,138.97.240.197,27078,Mega Net Telecom Ltda,4.004,0.112,632.920992,389.260736,3TEL
2025-12-24T07:00:29Z,eth0.70,192.168.70.3,138.97.240.197,31133,FORÇA E AÇÃO TELECOM,3.942,0.112,451.589632,398.514552,3TEL
2025-12-24T07:10:20Z,eth0.70,192.168.70.3,138.97.240.197,31133,FORÇA E AÇÃO TELECOM,4.412,0.596,588.125672,391.212872,3TEL
2025-12-24T07:20:18Z,eth0.70,192.168.70.3,138.97.240.197,52397,HBNets,4.281,0.111,645.056616,401.091696,3TEL
2025-12-24T07:30:25Z,eth0.70,192.168.70.3,138.97.240.197,52397,HBNets,3.74,0.104,638.35064,380.186496,3TEL
2025-12-24T07:40:29Z,eth0.70,192.168.70.3,138.97.240.197,31133,FORÇA E AÇÃO TELECOM,3.977,0.145,459.245112,394.134384,3TEL
2025-12-24T07:50:24Z,eth0.70,192.168.70.3,138.97.240.197,52397,HBNets,3.836,0.139,621.948032,401.382656,3TEL
2025-12-24T08:00:30Z,eth0.70,192.168.70.3,138.97.240.197,31133,FORÇA E AÇÃO TELECOM,5.231,0.045,356.959624,394.512872,3TEL
2025-12-24T08:10:27Z,eth0.70,192.168.70.3,138.97.240.197,52397,HBNets,4.011,0.126,628.304992,388.484976,3TEL
2025-12-24T08:20:23Z,eth0.70,192.168.70.3,138.97.240.197,27078,Mega Net Telecom Ltda,3.943,0.192,637.115096,387.948456,3TEL
2025-12-24T08:30:30Z,eth0.70,192.168.70.3,138.97.240.197,63107,Global Web Telecom,4.287,0.284,623.021312,388.334456,3TEL
2025-12-24T08:40:33Z,eth0.70,192.168.70.3,138.97.240.197,27078,Mega Net Telecom Ltda,3.989,0.055,431.872016,371.140888,3TEL
2025-12-24T08:50:25Z,eth0.70,192.168.70.3,138.97.240.197,52397,HBNets,4.011,0.295,522.862824,412.68056,3TEL
2025-12-24T09:00:29Z,eth0.70,192.168.70.3,138.97.240.197,52397,HBNets,3.719,0.055,338.850416,413.0866,3TEL
2025-12-24T09:10:23Z,eth0.70,192.168.70.3,138.97.240.197,27078,Mega Net Telecom Ltda,3.95,0.086,553.842312,390.001168,3TEL
2025-12-24T09:20:27Z,eth0.70,192.168.70.3,138.97.240.197,52397,HBNets,18.2,1.389,640.930464,393.310504,3TEL
2025-12-24T09:30:21Z,eth0.70,192.168.70.3,138.97.240.197,52397,HBNets,4.006,0.115,619.744368,409.760424,3TEL
2025-12-24T09:40:33Z,eth0.70,192.168.70.3,138.97.240.197,52397,HBNets,4.333,0.207,394.130256,290.82592,3TEL
2025-12-24T09:50:27Z,eth0.70,192.168.70.3,138.97.240.197,27078,Mega Net Telecom Ltda,3.96,0.046,624.328992,231.87552,3TEL
2025-12-24T10:00:31Z,eth0.70,192.168.70.3,138.97.240.197,39792,SpedyNet,5.162,0.049,441.91896,399.01544,3TEL
2025-12-24T10:10:29Z,eth0.70,192.168.70.3,138.97.240.197,63107,Global Web Telecom,4.148,0.142,623.317968,389.92724,3TEL
2025-12-24T10:20:25Z,eth0.70,192.168.70.3,138.97.240.197,31133,FORÇA E AÇÃO TELECOM,4.011,0.166,518.16492,392.234072,3TEL
2025-12-24T10:30:20Z,eth0.70,192.168.70.3,138.97.240.197,27078,Mega Net Telecom Ltda,4.151,0.138,607.03132,389.081856,3TEL
2025-12-24T10:40:30Z,eth0.70,192.168.70.3,138.97.240.197,31133,FORÇA E AÇÃO TELECOM,3.886,0.17,416.190752,392.667288,3TEL
2025-12-24T10:50:26Z,eth0.70,192.168.70.3,138.97.240.197,27078,Mega Net Telecom Ltda,4.205,0.237,619.677528,399.092184,3TEL
2025-12-24T11:00:34Z,eth0.70,192.168.70.3,138.97.240.197,31133,FORÇA E AÇÃO TELECOM,4.261,1.235,383.63288,346.567824,3TEL
2025-12-24T11:10:29Z,eth0.70,192.168.70.3,138.97.240.197,62495,Velosch Telecom,4.26,0.246,626.13136,395.814696,3TEL
2025-12-24T11:20:30Z,eth0.70,192.168.70.3,138.97.240.197,63107,Global Web Telecom,4.241,0.197,624.524016,397.11356,3TEL
2025-12-24T11:30:26Z,eth0.70,192.168.70.3,138.97.240.197,52397,HBNets,3.931,0.088,628.97816,403.141048,3TEL
2025-12-24T11:40:30Z,eth0.70,192.168.70.3,138.97.240.197,62495,Velosch Telecom,4.195,0.176,286.812616,399.747136,3TEL
2025-12-24T11:50:27Z,eth0.70,192.168.70.3,138.97.240.197,27078,Mega Net Telecom Ltda,3.984,0.052,594.553184,317.442872,3TEL
